Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective April 1, 2024 through June 30, 2024",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q23 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1047.293,20.000,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1808.222,19.783,,,,,,Inflation-adjusted coinsurance
J0873,"Inj, daptomycin (xellia)",1 MG,0.036,20.000,,,,,,
J0874,"Inj, daptomycin (baxter)",1 MG,0.069,20.000,,,,,,Added April 2024
J0875,"Injection, dalbavancin",5 MG,15.122,20.000,,,,,,
J0877,"Inj, daptomycin (hospira)",1 MG,0.062,20.000,,,,,,
J0878,Daptomycin injection,1 MG,0.104,20.000,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,2.901,20.000,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,2.901,20.000,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.273,20.000,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.436,20.000,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.384,20.000,,,,,,
J0891,Argatroban nonesrd (accord),1 MG,1.815,16.762,,,,,,Inflation-adjusted coinsurance
J0892,Argatroban dialysis (accord),1 MG,1.815,16.762,,,,,,Inflation-adjusted coinsurance
J0894,Decitabine injection,1 MG,1.641,20.000,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,9.021,20.000,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,39.983,20.000,,,,,,
J0897,Denosumab injection,1 MG,25.189,19.586,,,,,,Inflation-adjusted coinsurance
J1000,Depo-estradiol cypionate inj,5 MG,35.754,20.000,,,,,,
J1010,"Inj, methylpred acetate 1 mg",1 MG,0.134,20.000,,,,,,Added April 2024
J1071,Inj testosterone cypionate,1 MG,0.010,20.000,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.117,20.000,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,37.117,20.000,,,,,,AMP-based payment limit
J1120,Acetazolamid sodium injectio,500 MG,26.234,20.000,,,,,,
J1160,Digoxin injection,0.5 MG,9.064,20.000,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4777.441,20.000,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.640,20.000,,,,,,
J1170,Hydromorphone injection,4 MG,4.755,20.000,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,91.090,20.000,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.823,20.000,,,,,,
J1201,Inj. cetirizine hcl 0.5mg,0.5 MG,14.971,20.000,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,87.755,20.000,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,680.161,20.000,,,,,,
J1230,Methadone injection,10 MG,20.607,20.000,,,,,,
J1240,Dimenhydrinate injection,50 MG,8.857,20.000,,,,,,
J1245,Dipyridamole injection,10 MG,3.738,20.000,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,9.261,20.000,,,,,,
J1265,Dopamine injection,40 MG,0.815,20.000,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.835,20.000,,,,,,
J1290,Ecallantide injection,1 MG,545.617,20.000,,,,,,
J1300,Eculizumab injection,10 MG,225.703,20.000,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,21.832,20.000,,,,,,
J1302,"Inj, sutimlimab-jome, 10 mg",10 MG,17.769,20.000,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,221.745,20.000,,,,,,
J1304,Inj tofersen intrathec 1 mg,1 MG,150.838,20.000,,,,,,
J1305,"Inj, evinacumab-dgnb, 5mg",5 MG,179.140,20.000,,,,,,
J1306,"Injection, inclisiran, 1 mg",1 MG,12.119,20.000,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,283.224,20.000,,,,,,
J1323,"Inj, elranatamab-bcmm, 1 mg",1 MG,181.673,20.000,,,,,,Added April 2024
J1325,Epoprostenol injection,0.5 MG,15.648,20.000,,,,,,
J1335,Ertapenem injection,500 MG,11.898,20.000,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,77.850,20.000,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,8.656,20.000,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,372.367,20.000,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,474.444,20.000,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,19.936,20.000,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.094,20.000,,,,,,
J1440,Fecal microbiota jslm 1 ml,1 ML,63.206,20.000,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.994,20.000,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.407,20.000,,,,,,
J1448,"Injection, trilaciclib, 1mg",1 MG,5.287,20.000,,,,,,
J1449,Inj eflapegrastim-xnst 0.1mg,0.1 MG,27.735,20.000,,,,,,
J1450,Fluconazole,200 MG,2.772,20.000,,,,,,
J1453,Fosaprepitant injection,1 MG,0.131,20.000,,,,,,AMP-based payment limit
J1454,"Inj fosnetupitant, palonoset",0.25 MG,708.345,19.733,,,,,,Inflation-adjusted coinsurance
J1456,"Inj, fosaprepitant (teva)",1 MG,2.043,3.823,,,,,,Inflation-adjusted coinsurance
J1458,Galsulfase injection,1 MG,466.915,20.000,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,47.858,20.000,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,49.061,20.000,,,,,,
J1551,Inj cutaquig 100 mg,100 MG,13.800,20.000,,,,,,
J1554,Inj. asceniv,500 MG,491.405,20.000,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,15.827,20.000,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,72.965,20.000,,,,,,
J1557,Gammaplex injection,500 MG,55.009,20.000,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,14.132,20.000,,,,,,
J1559,Hizentra injection,100 MG,12.907,20.000,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,490.615,20.000,,,,,,
J1561,Gamunex-c/gammaked,500 MG,48.883,20.000,,,,,,
J1566,"Immune globulin, powder",500 MG,78.464,20.000,,,,,,
J1568,Octagam injection,500 MG,46.980,20.000,,,,,,
J1569,Gammagard liquid injection,500 MG,43.223,20.000,,,,,,
J1570,Ganciclovir sodium injection,500 MG,44.095,20.000,,,,,,
J1571,Hepagam b im injection,0.5 ML,60.767,20.000,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,16.941,20.000,,,,,,
J1576,"Inj, panzyga, 500 mg",500 MG,64.949,20.000,,,,,,
J1580,Garamycin gentamicin inj,80 MG,2.733,20.000,,,,,,
J1596,"Inj, glycopyrrolate, 0.1 mg",0.1 MG,0.497,20.000,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,11.801,20.000,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,191.521,20.000,,,,,,
J1611,"Inj glucagon hcl, fresenius",1 MG,128.884,20.000,,,,,,AMP-based payment limit
J1626,Granisetron hcl injection,100 MCG,0.328,20.000,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,5.424,20.000,,,,,,
J1630,Haloperidol injection,5 MG,1.262,20.000,,,,,,
J1631,Haloperidol decanoate inj,50 MG,6.747,20.000,,,,,,
J1640,"Hemin, 1 mg",1 MG,31.354,19.839,,,,,,Inflation-adjusted coinsurance
J1642,Inj heparin sodium per 10 u,10 UNITS,0.017,20.000,,,,,,
J1643,"Inj heparin, pfizer, 1000u",1000 UNITS,4.339,20.000,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.273,20.000,,,,,,
J1645,Dalteparin sodium,2500 IU,16.596,12.234,,,,,,Inflation-adjusted coinsurance
J1650,Inj enoxaparin sodium,10 MG,0.619,20.000,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.031,20.000,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,578.781,19.668,,,,,,Inflation-adjusted coinsurance
J1720,Hydrocortisone sodium succ i,100 MG,18.459,20.000,,,,,,
J1740,Ibandronate sodium injection,1 MG,31.713,20.000,,,,,,
J1743,Idursulfase injection,1 MG,542.894,20.000,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,31.671,20.000,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,74.645,20.000,,,,,,
J1747,"Inj, spesolimab-sbzo, 1 mg",1 MG,60.148,20.000,,,,,,
J1750,Inj iron dextran,50 MG,17.314,20.000,,,,,,
J1756,Iron sucrose injection,1 MG,0.229,20.000,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.942,20.000,,,,,,
J1805,"Inj, esmolol hcl, 10mg",10 MG,0.221,20.000,,,,,,
J1806,Inj esmolol hcl wg crit care,10 MG,0.424,20.000,,,,,,
J1811,Fiasp for insulin pump use,50 UNITS,7.423,20.000,,,,,,
J1813,Lyumjev for insulin pump use,50 UNITS,15.678,20.000,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,7.556,20.000,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,473.513,20.000,,,,,,
J1836,"Inj, metronidazole, 10 mg",10 MG,0.025,20.000,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.702,20.000,,,,,,
J1920,"Inj, labetalol hcl, 5mg",5 MG,0.165,20.000,,,,,,
J1921,"Inj labetalol hcl hikma, 5mg",5 MG,2.373,20.000,,,,,,
J1930,Lanreotide injection,1 MG,48.001,20.000,,,,,,
J1931,Laronidase injection,0.1 MG,37.441,20.000,,,,,,
J1932,"Inj, lanreotide, (cipla) 1mg",1 MG,44.024,20.000,,,,,,
J1939,"Inj, bumetanide, 0.5 mg",0.5 MG,0.632,20.000,,,,,,
J1940,Furosemide injection,20 MG,0.608,20.000,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,3.082,20.000,,,,,,
J1944,Aripiprazole lauroxil 1 mg,1 MG,3.123,20.000,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1576.119,19.514,,,,,,Inflation-adjusted coinsurance
J1951,Inj fensolvi 0.25 mg,0.25 MG,131.705,20.000,,,,,,
J1952,"Leuprolide inj, camcevi, 1mg",1 mg,60.754,20.000,,,,,,
J1953,Levetiracetam injection,10 MG,0.065,20.000,,,,,,
J1954,Leuprolide depot cipla 7.5mg,7.5 MG,281.572,20.000,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,35.136,20.000,,,,,,
J1956,Levofloxacin injection,250 MG,0.962,20.000,,,,,,
J1961,"Inj, lenacapavir, 1 mg",1 MG,22.013,20.000,,,,,,
J2001,Lidocaine injection,10 MG,0.027,20.000,,,,,,
J2010,Lincomycin injection,300 MG,10.326,20.000,,,,,,
J2020,Linezolid injection,200 MG,3.622,20.000,,,,,,
J2021,"Inj, linezolid (hospira)",200 MG,16.432,20.000,,,,,,
J2060,Lorazepam injection,2 MG,0.962,20.000,,,,,,
J2150,Mannitol injection,50 ML,4.523,20.000,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.900,20.000,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,30.480,20.000,,,,,,
J2184,"Inj, meropenem (b. braun)",100 MG,2.020,9.538,,,,,,Inflation-adjusted coinsurance
J2185,Meropenem,100 MG,0.387,20.000,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,20.870,20.000,,,,,,
J2247,"Inj, micafungin (par pharm)",1 MG,0.270,20.000,,,,,,
J2248,Micafungin sodium injection,1 MG,0.704,20.000,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.136,20.000,,,,,,
J2251,Inj midazolam (wg crit care),1 MG,0.260,20.000,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.551,20.000,,,,,,
J2270,Morphine sulfate injection,10 MG,4.456,20.000,,,,,,
J2272,"Inj, morphine (fresenius)",10 MG,7.276,20.000,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,14.434,20.000,,,,,,
J2278,Ziconotide injection,1 MCG,9.041,20.000,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.765,20.000,,,,,,
J2281,Inj moxifloxacin (fres kabi),100 MG,7.485,20.000,,,,,,AMP-based payment limit
J2300,Inj nalbuphine hydrochloride,10 MG,2.821,20.000,,,,,,
J2305,"Inj, nitroglycerin, 5 mg",5 MG,1.441,20.000,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,8.057,20.000,,,,,,
J2311,"Inj, naloxone hcl (zimhi)",1 MG,6.292,20.000,,,,,,
