Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective October 1, 2025 through December 31, 2025",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q25 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,20.000,,,,,,"microCurie 100% AWP = $202.82
microCurie 100% WAC = $169.02"
J0121,"Inj., omadacycline, 1 mg",1 MG,4.020,20.000,,,,,,
J0122,"Inj., eravacycline, 1 mg",1 MG,1.302,19.177,,,,,,Inflation-adjusted coinsurance
J0129,Abatacept injection,10 MG,44.109,20.000,,,,,,"""lesser of"" methodology applied"
J0131,"Inj, acetaminophen (nos)",10 MG,0.057,20.000,,,,,,
J0132,Acetylcysteine injection,100 MG,0.385,20.000,,,,,,
J0133,Acyclovir injection,5 MG,0.037,20.000,,,,,,
J0134,Inj acetaminophen -fresenius,10 MG,0.055,20.000,,,,,,
J0136,"Inj, acetaminophen (b braun)",10 MG,0.048,20.000,,,,,,
J0137,"Inj, acetaminophen (hikma)",10 MG,0.049,20.000,,,,,,
J0138,Inj acetaminoph 10mg/ibu 3mg,10 MG/3MG,0.041,20.000,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.555,20.000,,,,,,
J0163,Epinephrine in nacl (endo),0.1 MG,0.974,20.000,,,,,,Added October 2025
J0165,Inj epinephrine nos 0.1 mg,0.1 MG,0.480,20.000,,,,,,
J0166,Inj epinephrine (bpi),0.1 MG,1.058,20.000,,,,,,
J0167,Inj epinephrine (hospira),0.1 MG,1.422,20.000,,,,,,
J0168,Epinephrine (intl med sys),0.1 MG,2.544,20.000,,,,,,
J0169,Inj epinephrine (adrenalin),0.1 MG,1.359,20.000,,,,,,
J0172,"Inj, aducanumab-avwa, 2 mg",2 MG,5.978,20.000,,,,,,
J0174,"Inj, lecanemab-irmb, 1 mg",1 MG,1.324,20.000,,,,,,
J0175,"Inj, donanemab-azbt, 2 mg",2 MG,4.133,20.000,,,,,,
J0177,"Inj, aflibercept hd, 1 mg",1 MG,311.381,20.000,,,,,,
J0178,Aflibercept injection,1 MG,771.558,20.000,,,,,,
J0179,"Inj, brolucizumab-dbll, 1 mg",1 MG,346.106,20.000,,,,,,
J0180,Agalsidase beta injection,1 MG,230.154,20.000,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,1.641,20.000,,,,,,
J0202,"Injection, alemtuzumab",1 MG,2429.891,20.000,,,,,,
J0206,Inj allopurinol sodium 1 mg,1 MG,4.721,20.000,,,,,,
J0217,Inj velmanase alfa-tycv 1 mg,1 MG,465.234,20.000,,,,,,
J0218,Inj olipudase alfa-rpcp 1mg,1 MG,393.661,20.000,,,,,,
J0219,Inj aval alfa-nqpt 4mg,4 MG,80.911,20.000,,,,,,
J0221,Lumizyme injection,10 MG,206.589,20.000,,,,,,
J0222,"Inj., patisiran, 0.1 mg",0.1 MG,99.967,20.000,,,,,,
J0223,Inj givosiran 0.5 mg,0.5 MG,117.360,20.000,,,,,,
J0224,"Inj. lumasiran, 0.5 mg",0.5 MG,329.052,20.000,,,,,,
J0225,"Inj, vutrisiran, 1 mg",1 MG,5003.639,20.000,,,,,,
J0248,"Inj, remdesivir, 1 mg",1 MG,6.729,20.000,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,5.457,20.000,,,,,,
J0257,Glassia injection,10 MG,5.639,20.000,,,,,,
J0278,Amikacin sulfate injection,100 MG,0.633,20.000,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,10.341,20.000,,,,,,
J0281,Inj aminocaproic acid 1 gram,1 GM,1.714,20.000,,,,,,
J0282,Amiodarone hcl,30 MG,0.428,20.000,,,,,,
J0283,"Inj, amiodarone (nexterone)",30 MG,2.606,11.746,,,,,,Inflation-adjusted coinsurance
J0285,Amphotericin b,50 MG,43.412,20.000,,,,,,
J0287,Amphotericin b lipid complex,10 MG,10.299,20.000,,,,,,
J0289,Amphotericin b liposome inj,10 MG,21.483,20.000,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.546,20.000,,,,,,
J0291,"Inj., plazomicin, 5 mg",5 MG,3.504,20.000,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,1.392,20.000,,,,,,
J0348,Anidulafungin injection,1 MG,0.518,20.000,,,,,,
J0349,"Inj, rezafungin, 1 mg",1 MG,10.625,19.872,,,,,,Inflation-adjusted coinsurance
J0360,Hydralazine hcl injection,20 MG,5.601,20.000,,,,,,
J0401,"Inj, abilify maintena, 1 mg",1 MG,7.276,19.943,,,,,,Inflation-adjusted coinsurance
J0402,"Inj, abilify asimtufii, 1 mg",1 MG,6.027,20.000,,,,,,
J0456,Azithromycin,500 MG,2.036,20.000,,,,,,
J0457,"Injection, aztreonam, 100 mg",100 MG,2.533,20.000,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.100,20.000,,,,,,
J0462,"Atropine sulf, nte, 0.01 mg",0.01 MG,0.135,20.000,,,,,,Added October 2025
J0475,Baclofen 10 mg injection,10 MG,181.222,20.000,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,49.952,20.000,,,,,,
J0480,Basiliximab,20 MG,4686.854,20.000,,,,,,
J0485,Belatacept injection,1 MG,3.887,20.000,,,,,,
J0490,Belimumab injection,10 MG,56.068,20.000,,,,,,
J0491,Inj anifrolumab-fnia 1mg,1 MG,18.079,20.000,,,,,,
J0500,Dicyclomine injection,20 MG,11.358,20.000,,,,,,
J0515,Inj benztropine mesylate,1 MG,15.325,20.000,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,164.588,20.000,,,,,,"""lesser of"" methodology applied"
J0558,Peng benzathine/procaine inj,"100,000 UNITS",19.523,15.127,,,,,,Inflation-adjusted coinsurance
J0561,Penicillin g benzathine inj,"100,000 UNITS",30.011,12.418,,,,,,Inflation-adjusted coinsurance
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.825,20.000,,,,,,
J0577,"Inj, brixadi, 7 days or less",Less than or equal to 7 days of therapy ,420.636,20.000,,,,,,
J0578,"Inj brixadi, more than 7 day",Greater than 7 days and up to 28 days of therapy ,1682.545,20.000,,,,,,
J0582,Bivalirudin (endo) 1 mg,1 MG,0.139,20.000,,,,,,Added October 2025
J0583,Bivalirudin,1 MG,0.169,20.000,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,484.138,18.696,,,,,,Inflation-adjusted coinsurance
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.497,20.000,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.752,20.000,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,13.288,20.000,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.570,20.000,,,,,,
J0589,Inj daxibotulinumtoxina-lanm,1 UNIT,3.148,20.000,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.166,20.000,,,,,,
J0593,"Inj., lanadelumab-flyo, 1 mg",1 mg,87.284,20.000,,,,,,
J0594,Busulfan injection,1 MG,0.880,20.000,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,6.432,20.000,,,,,,
J0596,"Injection, ruconest",10 UNITS,36.766,20.000,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,75.859,18.589,,,,,,Inflation-adjusted coinsurance
J0598,"C-1 esterase, cinryze",10 UNITS,65.626,20.000,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,6408.376,20.000,,,,,,
J0612,"Inj, calcium gluconate, nos",10 MG,0.039,20.000,,,,,,
J0613,Calcium glucon (wg critical),10 MG,0.085,20.000,,,,,,
J0614,"Inj, treosulfan, 50 mg",50 MG,32.330,20.000,,,,,,Added October 2025
J0616,Inj metoprolol tartrate 1 mg,1 MG,0.123,20.000,,,,,,
J0637,Caspofungin acetate,5 MG,3.541,20.000,,,,,,
J0638,Canakinumab injection,1 MG,141.604,19.992,,,,,,Inflation-adjusted coinsurance
J0640,Leucovorin calcium injection,50 MG,3.218,20.000,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.058,20.000,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.421,20.000,,,,,,
J0650,"Inj, levothyroxine nos 10mcg",10 MCG,6.872,20.000,,,,,,
J0651,"Inj, levothyroxine, freskabi",10 MCG,6.829,20.000,,,,,,
J0652,"Inj, levothyroxine, hikma",10 MCG,5.136,20.000,,,,,,
J0665,"Inj, bupivacaine, nos, 0.5mg",0.5 MG,0.010,20.000,,,,,,
J0666,"Inj, bupivacaine liposome",1 MG,1.470,20.000,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,3.954,20.000,,,,,,
J0687,Inj cefazolin (wg crit care),500 MG,0.948,20.000,,,,,,
J0688,"Inj cefazolin sodium, hikma",500 MG,0.926,20.000,,,,,,
J0689,"Inj cefazolin sodium, baxter",500 MG,1.300,20.000,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.798,20.000,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.222,20.000,,,,,,
J0694,Cefoxitin sodium injection,1 GM,4.783,20.000,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),9.066,17.956,,,,,,Inflation-adjusted coinsurance
J0696,Ceftriaxone sodium injection,250 MG,0.430,20.000,,,,,,
J0697,Sterile cefuroxime injection,750 MG,1.847,20.000,,,,,,
J0699,"Inj, cefiderocol, 10 mg",10 mg,2.419,20.000,,,,,,
J0701,Inj. cefepime hcl (baxter),500 MG,6.045,20.000,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.956,20.000,,,,,,
J0703,"Inj, cefepime hcl (b braun)",500 MG,4.958,20.000,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,4.228,20.000,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.571,20.000,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,104.730,20.000,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,3.913,20.000,,,,,,"""lesser of"" methodology applied"
J0725,Chorionic gonadotropin/1000u,1000 UNITS,18.439,20.000,,,,,,
J0735,Clonidine hydrochloride,1 MG,18.168,20.000,,,,,,
J0736,"Inj, clindamycin phosp 300mg",300 MG,1.828,20.000,,,,,,
J0737,"Inj, clindamycin (baxter)",300 MG,2.208,20.000,,,,,,
J0738,"Hiv prep, inj, lenacapavir",1 MG,16.133,0.000,,,,,,Added October 2025 - HIV PrEP drug
J0739,"Hiv prep, inj, cabotegravir",1 mg,7.020,0.000,,,,,,HIV PrEP drug
J0740,Cidofovir injection,375 MG,546.294,20.000,,,,,,
J0741,"Inj, cabote rilpivir 2mg 3mg",2MG/3MG,23.649,20.000,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.607,20.000,,,,,,
J0743,Cilastatin sodium injection,250 MG,10.246,20.000,,,,,,
J0744,Ciprofloxacin iv,200 MG,2.898,20.000,,,,,,
J0750,"Hiv prep, ftc/tdf 200/300mg",200 mg/300 mg,1.734,0.000,,,,,,HIV PrEP drug
J0751,"Hiv prep, ftc/taf 200/25mg",200 mg/25 mg,71.324,0.000,,,,,,HIV PrEP drug
J0752,"Hiv prep, oral lenacapavir",300 MG,449.030,0.000,,,,,,Added October 2025 - HIV PrEP drug
J0770,Colistimethate sodium inj,150 MG,13.060,20.000,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,75.905,17.579,,,,,,Inflation-adjusted coinsurance
J0780,Prochlorperazine injection,10 MG,1.809,20.000,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,129.480,20.000,,,,,,
J0801,Inj. acthar gel to 40 units,40 UNITS,4134.622,20.000,,,,,,
J0802,"Inj. (ani), up to 40 units",up to 40 Units,3534.601,20.000,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,25.370,20.000,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,1828.715,20.000,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1045.150,20.000,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1808.645,20.000,,,,,,
J0870,"Injection, imetelstat, 1 mg",1 MG,57.027,19.839,,,,,,Inflation-adjusted coinsurance
J0872,Daptomycin (xellia) unrefrig,1 MG,0.038,20.000,,,,,,
J0873,Inj daptomycin (xellia),1 MG,0.035,20.000,,,,,,
J0874,"Inj, daptomycin (baxter)",1 MG,0.059,20.000,,,,,,
J0875,"Injection, dalbavancin",5 MG,15.613,20.000,,,,,,
J0877,"Inj, daptomycin (hospira)",1 MG,0.058,20.000,,,,,,
J0878,Daptomycin injection,1 MG,0.028,20.000,,,,,,AMP-based payment limit
J0881,"Darbepoetin alfa, non-esrd",1 MCG,2.926,20.000,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,2.926,20.000,,,,,,
J0883,Argatroban nonesrd use 1mg,1 MG,0.796,20.000,,,,,,
J0884,Argatroban esrd dialysis 1mg,1 MG,0.796,20.000,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.544,20.000,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.465,20.000,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.465,20.000,,,,,,
J0893,"Inj, decitabine (sun pharma)",1 MG,0.777,20.000,,,,,,
J0894,Decitabine injection,1 MG,1.218,20.000,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,9.009,20.000,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,41.982,20.000,,,,,,
J0897,Denosumab injection,1 MG,29.380,17.508,,,,,,Inflation-adjusted coinsurance
J0898,Argatroban nonesrd (auromed),1 MG,1.623,20.000,,,,,,
J0899,"Argatroban dialysis, auromed",1 MG,1.623,20.000,,,,,,
J0901,Vadadustat oral 1mg for esrd,1 MG,0.143,20.000,,,,,,Added October 2025
J1000,Depo-estradiol cypionate inj,5 MG,49.278,20.000,,,,,,
J1010,"Inj, methylpred acetate 1 mg",1 MG,0.119,20.000,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.028,20.000,,,,,,
J1072,"Inj, testosterone, azmiro",1 MG,1.325,20.000,,,,,,
J1096,Dexametha opth insert 0.1 mg,0.1 MG,102.935,20.000,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.094,20.000,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,60.004,20.000,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,19.842,20.000,,,,,,
J1160,Digoxin injection,0.5 MG,9.053,20.000,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,5168.229,19.592,,,,,,Inflation-adjusted coinsurance
J1163,"Inj, diltiazem hcl, 0.5 mg",0.5 MG,0.033,20.000,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.454,20.000,,,,,,
J1171,"Inj, hydromorphone, 0.1 mg",0.1 MG,0.095,20.000,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,63.060,20.000,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.755,20.000,,,,,,
J1201,Inj. cetirizine hcl 0.5mg,0.5 MG,16.515,20.000,,,,,,
J1203,"Inj, cipaglucosidase, 5 mg",5 MG,91.213,20.000,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,39.447,20.000,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,748.845,20.000,,,,,,
J1230,Methadone injection,10 MG,19.328,20.000,,,,,,
J1240,Dimenhydrinate injection,50 MG,6.138,20.000,,,,,,
J1245,Dipyridamole injection,10 MG,8.410,20.000,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,7.081,20.000,,,,,,
J1265,Dopamine injection,40 MG,0.833,20.000,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.351,20.000,,,,,,
J1271,Inj doxycycline hyclate 1 mg,1 MG,0.111,20.000,,,,,,
J1290,Ecallantide injection,1 MG,579.965,20.000,,,,,,
J1299,"Inj, eculizumab, 2 mg",2 MG,44.821,20.000,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,20.992,20.000,,,,,,
J1302,"Inj, sutimlimab-jome, 10 mg",10 MG,18.860,20.000,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,225.107,20.000,,,,,,
J1304,Inj tofersen intrathec 1 mg,1 MG,159.401,19.861,,,,,,Inflation-adjusted coinsurance
J1305,"Inj, evinacumab-dgnb, 5mg",5 MG,193.758,20.000,,,,,,
J1306,"Injection, inclisiran, 1 mg",1 MG,12.318,20.000,,,,,,
J1308,"Inj, famotidine, 0.25 mg",0.25 MG,0.009,20.000,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,308.683,19.874,,,,,,Inflation-adjusted coinsurance
J1323,"Inj, elranatamab-bcmm, 1 mg",1 MG,184.072,20.000,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.199,20.000,,,,,,
J1326,"Inj, zolbetuximab-clzb, 2 mg",2 MG,33.709,20.000,,,,,,
J1335,Ertapenem injection,500 MG,9.860,20.000,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,64.618,20.000,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,7.248,20.000,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,392.063,20.000,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,508.963,20.000,,,,,,
J1434,"Inj, focinvez, 1mg",1 MG,2.839,20.000,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,22.018,20.000,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.107,20.000,,,,,,
J1440,Fecal microbiota jslm 1 ml,1 ML,63.839,20.000,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.996,20.000,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.280,20.000,,,,,,
J1448,"Injection, trilaciclib, 1mg",1 MG,5.464,20.000,,,,,,
J1449,Inj eflapegrastim-xnst 0.1mg,0.1 MG,20.874,20.000,,,,,,
J1450,Fluconazole,200 MG,2.263,20.000,,,,,,
J1453,Fosaprepitant injection,1 MG,0.101,20.000,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,575.503,20.000,,,,,,
J1455,Foscarnet sodium injection,1000 MG,16.077,20.000,,,,,,
J1456,"Inj, fosaprepitant (teva)",1 MG,1.030,7.906,,,,,,Inflation-adjusted coinsurance
J1458,Galsulfase injection,1 MG,508.758,19.840,,,,,,Inflation-adjusted coinsurance
J1459,Inj ivig privigen 500 mg,500 MG,50.737,20.000,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,49.033,20.000,,,,,,
J1551,Inj cutaquig 100 mg,100 MG,14.232,20.000,,,,,,
J1552,"Inj, alyglo, 500 mg",500 MG,130.236,20.000,,,,,,
J1554,Inj. asceniv,500 MG,496.739,20.000,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,16.842,20.000,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,77.390,20.000,,,,,,
J1557,Gammaplex injection,500 MG,63.683,20.000,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,14.845,20.000,,,,,,
J1559,Hizentra injection,100 MG,14.337,19.217,,,,,,Inflation-adjusted coinsurance
J1560,Gamma globulin > 10 cc inj,10 CC,170.476,20.000,,,,,,
J1561,Gamunex-c/gammaked,500 MG,48.964,20.000,,,,,,
J1566,"Immune globulin, powder",500 MG,78.795,20.000,,,,,,
J1568,Octagam injection,500 MG,47.525,20.000,,,,,,
J1569,Gammagard liquid injection,500 MG,45.314,20.000,,,,,,
J1570,Ganciclovir sodium injection,500 MG,39.543,20.000,,,,,,
J1571,Hepagam b im injection,0.5 ML,66.641,20.000,,,,,,
J1573,"Hepagam b intravenous, inj",0.5 ML,66.641,20.000,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,18.151,20.000,,,,,,
J1576,"Inj, panzyga, 500 mg",500 MG,72.996,18.554,,,,,,Inflation-adjusted coinsurance
J1580,Garamycin gentamicin inj,80 MG,2.208,20.000,,,,,,
J1596,"Inj, glycopyrrolate, 0.1 mg",0.1 MG,0.457,20.000,,,,,,
J1598,Inj glycopyrrolate fres kabi,0.1 MG,1.342,20.000,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,11.039,20.000,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,182.447,20.000,,,,,,
J1611,"Inj glucagon hcl, fresenius",1 MG,148.989,20.000,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.185,20.000,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,4.288,20.000,,,,,,
J1628,"Inj., guselkumab, 1 mg",1 MG,75.972,20.000,,,,,,
J1630,Haloperidol injection,5 MG,0.802,20.000,,,,,,
J1631,Haloperidol decanoate inj,50 MG,4.401,20.000,,,,,,
J1640,"Hemin, 1 mg",1 MG,34.181,18.975,,,,,,Inflation-adjusted coinsurance
J1642,Inj heparin sodium per 10 u,10 UNITS,0.017,20.000,,,,,,
J1643,"Inj heparin, pfizer, 1000u",1000 UNITS,3.007,20.000,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.207,20.000,,,,,,
J1645,Dalteparin sodium,2500 IU,16.541,12.798,,,,,,Inflation-adjusted coinsurance
J1650,Inj enoxaparin sodium,10 MG,0.587,20.000,,,,,,
J1652,Fondaparinux sodium,0.5 MG,0.723,20.000,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,593.003,20.000,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,21.312,20.000,,,,,,
J1740,Ibandronate sodium injection,1 MG,28.613,20.000,,,,,,
J1741,Ibuprofen injection,100 MG,3.100,19.709,,,,,,Inflation-adjusted coinsurance
J1743,Idursulfase injection,1 MG,558.456,20.000,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,31.090,20.000,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,79.259,19.921,,,,,,Inflation-adjusted coinsurance
J1747,"Inj, spesolimab-sbzo, 1 mg",1 MG,65.728,19.726,,,,,,Inflation-adjusted coinsurance
